en,es,de,fa,ar
Vestibule,Atrio,Atrium,دهلیز,الأتريوم
Vestige,Redia,Redia,ردیا,ريديا
Vestigial,Redia,Redia,ردیا,ريديا
Vestlike,tipo chaleco,Weste-ähnlich,جلیقه مانند,مثل السترة
Vestry,Sala de oración,Gebetsraum,اتاق دعا,غرفة الصلاة
Vet,Hacer enfermar,Krank machen,بیطاری کردن,لجعل المرضى
Veteran,Ex soldado,Ehemaliger Soldat,سرباز سابق,جندي سابق
Veterinarian,Veterinario,Tierarzt,دام پزشک,طبيب بيطري
Veterinary,Medicina veterinaria,Tiermedizin,دامپزشکی,الطب البيطري
Veto,Votar en contra,Dagegen stimmen,رای مخالف دادن,التصويت ضد
Vexation,Molestia,Ärger,آزردگی,إزعاج
Vexatious,Angustia,Herzschmerz,دل آزار,وجع القلب
Vexillate,Bandera,Flagge,درفشی,علَم
Via,A través de,Durch,از طریق,خلال
Viability,Habitabilidad,Lebensqualität,زیست پذیری,قابلية العيش
Viable,Viable,Durchführbar,زیست پذیر,قابلة للتطبيق
Vial,Ampolla,Ampulle,آمپول,أمبولة
Viand,Alimento,Essen,غذا,طعام
Vibrant,Vibrante,Vibrierend,لرزنده,اهتزاز
Vibrate,Vibrar,Vibrieren,ارتعاش داشتن,للاهتزاز
Vibratile,Vibrante,Vibrierend,قابل اهتزاز,اهتزاز
Vibratility,Capacidad de vibración,Vibrationsfestigkeit,قابلیت ارتعاش,قدرة الاهتزاز
Vibrating,Temblor,Zittern,لرزان,ارتعاش
Vibration,Vibración,Vibration,ارتعاش,اهتزاز
Vibrative,En vibración,In Vibration,در اهتزاز,في الاهتزاز
Vibrator,Oscilador,Oszillator,نوسان کننده,مذبذب
Vibratory,Vibrante,Vibrierend,ارتعاشی,اهتزاز
Vibrograph,Osciloscopio,Oszilloskop,نوسان نگار,راسم الذبذبات
Vibrometer,Osciloscopio,Oszilloskop,نوسان نگار,راسم الذبذبات
Vicar,Diputado,Stellvertreter,نایب مناب,نائب
Vicarate,territorio del califato,Kalifatgebiet,قلمرو خلافت,أراضي الخلافة
Vicarial,Califas,Kalifen,خلیفهای,الخلفاء
Vicariate,territorio del califato,Kalifatgebiet,قلمرو خلافت,أراضي الخلافة
Vicarious,Apoderado,Proxy,نیابتی,الوكيل
Vicarship,Califato,Kalifat,خلیفگی,الخلافة
Vice,Demonio,Teuflisch,شرارت,شر
Vice Admiral,Almirante,Admiral,دریابان,أميرال
Vice Consul,Vicecónsul,Vizekonsul,نایب قنسول,نائب القنصل
Vice President,Vicepresidente,Vizepräsident,نیابت ریاست,نائب الرئيس
Vice Versa,Marcha atrás,Umgekehrt,بطور عکس,في الاتجاه المعاكس
Vice-President,vicepresidente,Vizepräsident,معاون رئیس جمهور,نائب الرئيس
Vicereine,Virrey femenina,Weiblicher Vizekönig,نایب السلطنه زن,نائبة الملك
Viceroy,Comandante en jefe,Oberbefehlshaber,فرمانفرمای کل,القائد الأعلى
Vices,Vicios,Laster,رذائل,الرذائل
Vicinal,En el barrio,In der Nachbarschaft,در همسایگی,في الحي
Vicinity,Vecindario,Nachbarschaft,جوار,حيّ
Vicious,perro malo,Böser Hund,بدسگال,كلب سيء
Viciousness,Malicia,Bosheit,بدطینتی,الحقد
Victim,Ferris,Ferris,فریس,فيريس
Victim Of,Bajo la influencia,Unter dem Einfluss,دستخوش,تحت تأثير
Victor,Vencedor,Sieger,ویکتور,فيكتور
Victoria,Victoria,Viktoria,ویکتوریا,فيكتوريا
Victorious,Victorioso,Siegreich,پیروزمند,منتصرا
Victoriously,Victorioso,Siegreich,پیروزمندانه,منتصرا
Victory, Abrumador, Überwältigend,"چیره	", غامر
Victory Celebration,Celebración de la victoria,Siegesfeier,جشن پیروزی,احتفال النصر
Victory Cup,Copa de la Victoria,Siegespokal,جام پیروزی,كأس النصر
Victory Sign,Señal de victoria,Zeichen des Sieges,نشانه پیروزی,علامة النصر
Victory Song,Orgullo,Stolz,رجز,فخر
Victual,Alimento,Essen,ماکولات,طعام
Victualler,¿Qué es Sursat?,Was ist Sursat?,سورسات چی,ما هو Sursat؟
Vida,Vida,Leben,ویدا,فيدا
Vide,Por ejemplo,Zum Beispiel,فی المثل,على سبيل المثال
Video,Video,Video,ویدئویی,فيديو
Vienna,Viena,Wien,وین,فيينا
Vietnam,Vietnam,Vietnam,ویتنام,فيتنام
Vietnamese,vietnamita,Vietnamesisch,ویتنامی,الفيتنامية
View,Comentario,Kommentar,نظر انداختن,تعليق
View As A Model,Establecer una intención,Eine Absicht festlegen,نصبالعین قرار دادن,لتحديد النية
View Point,Punto de vista,Standpunkt,نقطه نظر,وجهة نظر
Viewer,Espectador,Zuschauer,تماشا گر,المشاهد
Viewless,Sin vistas,Ohne Aussicht,بی منظره,بدون منظر
Viewpoint,Punto de vista,Standpunkt,نقطه نظر,وجهة نظر
Views,Notas,Hinweise,ملحوظات,ملحوظات
Vigesimal,Veinte,Zwanzig,بیست گانه,عشرون
Vigil,Renacimiento,Wiederbelebung,احیاء,إحياء
Vigilance,Quedarse despierto hasta tarde,Lange aufbleiben,شب زنده داری,البقاء مستيقظا حتى وقت متأخر
Vigilant,Ave nocturna,Nachteule,شب زنده دار,بومة الليل
Vigorously,Extremadamente,Äußerst,شدیدا,لأقصى حد
Vilifier,Calumnia,Verleumdung,بهتان زن,القذف
Vilify,Para calumniarte,Um dich zu verleumden,بهتان زدن,لتشويه سمعتك
Vilipend,Subestimar,Unterschätzen,ناچیز شمردن,التقليل من شأن
Villa,Bungalow,Bungalow,خانه ییلاقی,بنغل
Village,Aldea,Dorf,روستا,قرية
Villager,Rústico,Rustikal,روستامنش,ريفي
Villagers,agricultores,Landwirte,دهاقین,المزارعون
Villeinage,Propietario,Vermieter,ارباب رعیتی,مالك العقار
Villus,Khamel,Khamel,خمل,كاميل
Vinaceous,borgoña,Burgund,شرابی رنگ,بورجوندي
Vinal,En forma de vino,In Form von Wein,بشکل شراب,على شكل نبيذ
Vincent,Vicente,Vincent,وینسنت,فينسنت
Vincent Mckenzie,Vincent Mackenzie,Vincent Mackenzie,وینسنت مکنزی,فينسنت ماكنزي
Vindicable,Defendible,Vertretbar,قابل دفاع,قابلة للدفاع عنها
Vindication,Prueba de inocencia,Beweis der Unschuld,اثبات بیگناهی,إثبات البراءة
Vindicatory,Demostrable,Nachweisbar,ثابت کردنی,قابلة للإثبات
Vindictive,Odio,Hass,کینه توز,الكراهية
Vindictiveness,Odio,Hass,کینهتوزی,الكراهية
Vine,uva,Traube,انگور,عنب
Vinegar,Vinagre,Essig,سرکه,خل
Vinegarish,Carreteras,Straßen,سرکهای,الطرق
Vinegary,Carreteras,Straßen,سرکهای,الطرق
Vinery,Peluquería,Friseursalon,گرمخانه مو,صالون شعر
Vineyard,Viñedo,Weinberg,انگورستان,كرم العنب
Viniculture,Elaboración del vino,Weinbereitung,شراب سازی,صناعة النبيذ
Vinologist,Experto en vinos,Weinexperte,شراب شناس,خبير النبيذ
Vinosity,viento soplando,Wind weht,باده گساری,هبوب الرياح
Vinous,bebedor de vino,Weintrinker,شرابخور,شارب النبيذ
Vintager,Vendimiador de uvas,Winzer,خوشهچین,قطف العنب
Violaceous,color violeta,Violette Farbe,برنگ بنفشه,اللون البنفسجي
Violate, Falta de respeto, Respektlosigkeit,"هتک احترام	", عدم الاحترام
Violate A Contract,Rompiendo el pacto,Den Pakt brechen,پیمان شکستن,كسر العهد
Violated,Sin rostro,Gesichtslos,بیصورت,بلا وجه
Violating,Transgresor,Übertreter,متخطی,المتعدي
Violation,Violación,Vergewaltigen,تجاوز,اغتصاب
Violation Of A Contract,Incumplimiento de contrato,Vertragsbruch,پیمان شکنی,خرق العقد
Violation Of Law,Infringir la ley,Gesetzesbruch,قانون شکنی,مخالفة القانون
Violator,Violador,Vergewaltiger,تجاوزکار,مغتصب
Violence,Extendiendo la mano,Kontakt aufnehmen,دست درازی,التواصل
Violent,Violento,Gewalttätig,خشونت آمیز,عنيف
Violently,Extremadamente,Äußerst,شدیدا,لأقصى حد
Violet,Flor violeta,Violette Blume,گل بنفشه,زهرة البنفسج
Violin,Violín,Violine,ویولون,كمان
Violin Bridge,Bóveda de violín,Geigengewölbe,خرک ویولن,قبو الكمان
Violinist,Violinista,Violinist,ویولون زن,عازف الكمان
Vip,Persona importante,Wichtige Person,شخص بااهمیت,شخص مهم
Viper,Shiba,Shiba,شیبا,شيبا
Viperidae,Serpientes,Schlangen,افعیان,الثعابين
Virago,Mujer de Petyareh,Petyareh-Frau,زن پتیاره,امرأة بيتياريه
Viral,Viral,Viral,ویروسی,منتشر
Virgin,Insatisfecho,Unzufrieden,ناسفته,غير راضٍ
Virgin Mary,Virgen María,Jungfrau Maria,مریم باکره,مريم العذراء
Virginal,Permaneció virgen,Blieb Jungfrau,باکره مانده,بقيت عذراء
Virginia,Virginia,Virginia,ویرجینیا,فرجينيا
Virginity,Vida de soltero,Single-Leben,زندگی تجرد,حياة فردية
Virginwool,Lana cruda,Rohwolle,پشم خام,الصوف الخام
Virgulate,En forma de varilla,Stabförmig,میله مانند,على شكل قضيب
Viricidal,Antivirus,Antivirus,ویروس کش,مضاد الفيروسات
Viridescent,Similar al verde,Grünähnlich,سبز مانند,مثل الأخضر
Virility,Poder masculino,Männliche Macht,قوه مردی,القوة الذكورية
Virologist,virólogo,Virologe,ویروس شناس,عالم الفيروسات
Virology,Virología,Virologie,ویروس شناسی,علم الفيروسات
Virtu,Virtud,Tugend,فضیلت,فضيلة
Virtualism,Entidad potencial,Potenzielle Entität,موجودیت بالقوه,كيان محتمل
Virtually,Significado,Bedeutung,معنا,معنى
Virtue,Minería,Bergbau,منقبت,التعدين
Virtueless,Sin virtud,Ohne Tugend,بی فضیلت,بدون فضيلة
Virtues,Ventajas,Vorteile,محاسن,المزايا
Virtues And Faults,Ventajas y desventajas,Vorteile und Nachteile,محسنات و معایب,المزايا والعيوب
Virtuoso,Buen mozo,Gut aussehend,خوش قریحه,حسن المظهر
Virtuous,Buen carácter,Guter Charakter,نیک سیرت,حسن الخلق
Virulence,Toxicidad,Toxizität,زهرآگینی,سمية
Virulent,Venenoso,Giftig,سم دار,سامة
Virus,Virus,Virus,ویروس,فايروس
Vis A Vis,La persona de enfrente,Die Person vor,شخص روبرو,الشخص الذي في المقدمة
Visa,Visa,Visum,روادید,فيزا
Visage,Rostro,Gesicht,رخسار,وجه
Vis-A-Vis,En cambio,Im Gegenzug,در قبال,في المقابل
Viscera,Adentro,Innen,اندرونه,داخل
Viscounty,territorio del vizconde,Viscounts Territorium,قلمرو ویکنت,أراضي الفيكونت
Viscous,Baboso,Schleimig,لزج,غروي
Vise,Abrazadera de herrero,Schmiedezwinge,گیره آهنگری,مشبك الحداد
Vishtasb,Vishtasab,Vishtasab,ویشتاسب,فيشتاساب
Visibility,Capacidad de ver,Fähigkeit zu sehen,قابلیت دیدن,القدرة على الرؤية
Visible,Visible,Sichtbar,قابل رویت,مرئي
Visible Signs,Síntomas visibles,Sichtbare Symptome,علائم مرئی,الأعراض المرئية
Visibleness,Público,Öffentlich,عیانی,عام
Vision,Visión,Vision,بینایی,رؤية
Visional,Teorético,Theoretisch,نظری,نظري
Visionary,Soñador,Träumer,رویا گرای,حالم
Visionless,Falta de visión,Mangelnde Vision,فاقد دید,عدم وجود الرؤية
Visit,Reunión,Treffen,ملاقات,مقابلة
Visitation,migración monzónica,Monsunwanderung,مهاجرت موسمی,هجرة الرياح الموسمية
Visitational,migración monzónica,Monsunwanderung,مهاجرت موسمی,هجرة الرياح الموسمية
Visitatorial,Visita,Besuchen,عیادتی,يزور
Visiter,Visitante,Gast,عیادت کننده,زائر
Visiting,Besa tus pies.,Küss deine Füße.,پا بوسی,قبل قدميك.
Visiting Nurse,Enfermera móvil,Mobile Krankenschwester,پرستار سیار,ممرضة متنقلة
Visiting Teacher,Profesora Sorkhaneh,Lehrerin Sorkhaneh,معلم سرخانه,المعلمة سورخانة
Visiting Time,Hora de la reunión,Besprechungszeit,وقت ملاقات,وقت الاجتماع
Visitor,Visitante,Gast,عیادت کننده,زائر
Visits,Ver y volver a ver,Sehen und wiedersehen,دید وباز دید,انظر وانظر مرة أخرى
Visor,Girasol,Sonnenblume,آفتاب گردان,عباد الشمس
Vista,Perspectiva,Ausblick,چشم انداز,التوقعات
Visting Card,Tarjeta de presentación,Visitenkarte,کارت ویزیت,بطاقة عمل
Visual,Visual,Visuell,دیداری,مرئي
Visual Acuity,Nitidez,Schärfe,تیزبینی,حدة
Visual Check,Confrontación visual,Visuelle Konfrontation,مقابله بصری,المواجهة البصرية
Visual Error,El error de Nazaret,Nazareths Irrtum,خطای ناصره,خطأ الناصرة
Visualizer,Encarnando,Verkörperung,مجسم کننده,تجسيد
Visually Challenged,Ciego,Blind,بی بصر,أعمى
Vital,Vital,Vital,حیاتی,حيوي
Vital Statistics,Estadísticas vitales,Bevölkerungsstatistik,آمار حیاتی,الإحصاءات الحيوية
Vitalist,Poder vital,Lebenskraft,قدرت حیاتی,القوة الحيوية
Vitalistic,Poder vital,Lebenskraft,قدرت حیاتی,القوة الحيوية
Vitality,Frescura,Frische,طراوت,نضارة
Vitalize,Dando vida,Leben schenken,زندگی بخشیدن,إعطاء الحياة
Vitamin,Vitamina,Vitamin,ویتامین,فيتامين
Vitaminize, Contiene vitaminas, Enthält Vitamine,"دارای ویتامین	", يحتوي على فيتامينات
Vitiate,Hacer defectuoso,Defekt machen,معیوب ساختن,لجعل معيب
Vitiation,Defectos,Mangelhaftigkeit,معیوب سازی,عيب
Viticulture,Industria vitivinícola,Weinindustrie,صنعت شرابسازی,صناعة صناعة النبيذ
Viticulturist,Enólogo,Winzer,شراب ساز,صانع النبيذ
Vitrol,Whitter,Whitter,ویتر,أكثر بياضًا
Vitta,Venda,Stirnband,نوار سربند,عصابة رأس
Vituperate,Juramentos,Fluchen,ناسزا گفتن,الشتائم
Vituperatory,Culpar,Schuldzuweisungen,سرزنش آمیز,اللوم
Viva,Viva,Lang lebe,زنده باد,عاشت
Vivacious,Dinámico,Lebhaft,سرزنده,حيوي
Vivacity,Fuerza vital,Lebenskraft,نیروی حیاتی,القوة الحيوية
Vivifier,Existencial,Existenziell,هستی بخش,وجودي
Viviparous,Animal vivíparo,Lebendgebärendes Tier,جانور زندهزا,حيوان ولود
Vivisection,Dinámico,Lebhaft,زندهشکافی,حيوي
Vixen,Zorro hembra,Weiblicher Fuchs,روباه ماده,ثعلب أنثى
Vizard,Máscara protectora,Schutzmaske,نقاب محافظ,قناع واقٍ
Vladimir,Vladimir,Wladimir,ولادیمیر,فلاديمير
Vladimir Lenin,Vladímir Lenin,Wladimir Lenin,ولادیمیر لنین,فلاديمير لينين
Vladimir Putin,Vladímir Putin,Wladimir Putin,ولادیمیر پوتین,فلاديمير بوتن
Vocable,Palabra de audio,Audiowort,کلمه صوتی,كلمة صوتية
Vocabular,Vocabulario,Vokabular,واژگانی,مفردات
Vocabulary,Vocabulario,Vokabular,واژگان,مفردات
Vocal,Lectura especial,Besondere Lektüre,ویژه خواندن,قراءة خاصة
Vocalist,Compositor de canciones,Songwriter,نغمه سرا,كاتب أغاني
Vocalization,Pronunciación de audio,Audio-Aussprache,تلفظ صوتی,النطق الصوتي
Vocatinal School,Escuela vocacional,Berufsschule,مدرسه حرفه ای,مدرسة مهنية
Vocational,Conservatorio,Wintergarten,هنرستانی,المعهد الموسيقي
Vocational School,Escuela vocacional,Berufsschule,مدرسه حرفه ای,مدرسة مهنية
Vocative,DIRECCIÓN,Adresse,خطابی,عنوان
Vociferant,Un grito,Ein Schrei,نعرهای,صيحة
Vociferate, Alto, Laut,"بلند صدا	", عالي
Vociferous,Ruidoso,Laut,پر سروصدا,صاخب
Vodka,Sudor ruso,Russischer Schweiß,عرق روسی,العرق الروسي
Vogie,De mente abierta,Aufgeschlossen,گشاده رو,متفتح الذهن
Vogue,General y Ridg,General und Ridg,عمومی ورایج,الجنرال وريدج
Vogueish,De moda,Modisch,مد روز,عصري
Voguish,De moda,Modisch,مد روز,عصري
Voice,Sonido,Klang,صدا,صوت
Voiced,Fuerte,Laut,باصدا,بصوت عال
Voices,Sonidos,Geräusche,اصوات,الأصوات
Voicless,Vivac,Biwak,بیواک,إقامة مؤقتة
Void,Invalidar,Ungültig machen,باطل ساختن,لإبطال
Void Result,Resultado no válido,Ungültiges Ergebnis,نتیجه بی اعتبار,نتيجة غير صالحة
Voidance,Cancelación,Stornierung,ابطال,إلغاء
Volant,Estilo soul,Soul-Stil,سبک روح,أسلوب الروح
Volatilization,El acto de evaporación,Der Akt der Verdunstung,عمل تبخیر,عملية التبخر
Volcanic,Volcánico,Vulkanisch,آتشفشانی,بركاني
Volcanic Activity,erupción volcánica,Vulkanausbruch,آتش فشانی,ثوران بركاني
Volcanist,vulcanólogo,Vulkanologe,کارشناس آتشفشانی,عالم البراكين
Volcano,Volcán,Vulkan,کوهآتشفشان,بركان
Volcanology,Vulcanología,Vulkanologie,آتشفشان شناسی,علم البراكين
Volga,Volga,Wolga,ولگا,نهر الفولغا
Volitional,Deliberado,Eigensinnig,ارادی,متعمد
Volkswagen,Volkswagen,Volkswagen,فولکس واگن,فولكس فاجن
Volleyball,Partido de voleibol,Volleyballspiel,بازی والیبال,لعبة الكرة الطائرة
Volleyer,Tirador,Shooter,شلیک کننده,مطلق النار
Volt,Voltio,Volt,ولت,فولت
Voltage,Voltaje,Stromspannung,ولتاژ,الجهد االكهربى
Voltage Regulator,Aftamat,Aphthamat,آفتامات,أفثامات
Voltaism,Voltaje eléctrico,Elektrische Spannung,ولتاژ الکتریکی,الجهد الكهربائي
Voltameter,Medidor de voltaje,Spannungsmesser,ولتاژ سنج,مقياس الجهد
Voltatile,Escapar,Flucht,فرار,يهرب
Voltmeter,Voltímetro,Voltmeter,ولت سنج,الفولتميتر
Volubility,De lengua plana,Flachzüngig,چرب زبانی,ذو لسان مسطح
Voluble,Bien hablado,Gut gesprochen,خوش زبان,حسن الكلام
Volume,Volumen,Volumen,مجلد,مقدار
Volumeter,Medidor de concentración,Konzentrationsmessgerät,غلظت سنج,جهاز قياس التركيز
Voluminal,Volumétrico,Volumetrisch,حجمی,الحجمي
Voluminosness,Capacidad múltiple,Mehrfachkapazität,پرگنجایشی,متعدد القدرات
Voluminous,Ganja,Ganja,گنجا,غانجا
Voluntarily,Voluntariamente,Freiwillig,بطور ارادی,طواعية
Voluntarism,Hipótesis,Hypothese,فرضیهارادی,فرضية
Voluntary,A voluntad,Nach Belieben,بهخواست,حسب الرغبة
Voluntary Work,Donación,Spende,تبرع,هبة
Voluntaryism,Hipótesis,Hypothese,فرضیهارادی,فرضية
Volunteer, Voluntario, Freiwilliger,"داوطلب	", متطوع
Voluptuate,Para despertar la lujuria,Lust wecken,شهوت انگیزکردن,لإثارة الشهوة
Voluptuous,Libidinoso,Lustvoll,شهوت انگیز,شهواني
Volute,Pergamino complejo,Komplexe Schriftrolle,طومار پیچیده,مخطوطة معقدة
Vomit, Vómitos, Erbrechen,"استفراغ	", القيء
Vomiting,Gasánidas,Ghassaniden,غثیان,الغساسنة
Vomitive,¡Ay!,Autsch!,اوغ زنی,آخ!
Vomiturition,vómitos continuos,Anhaltendes Erbrechen,قی پی درپی,القيء المستمر
Vomitus,Emético,Brechmittel,ماده مستفرغه,مقيئ
Vomitve,Moghi,Moghi,مقی,موغي
Voracious,Glotón,Gefräßig,پر خور,شره
Voracity,Antojo,Verlangen,ولع,يشتهي
Votaress,Una mujer que ha hecho votos,"Eine Frau, die geschworen hat",زن نذردار,امرأة نذرت
Votary,Amante del aire,Luftliebend,هوا خواه,محب للهواء
Vote,Votar,Abstimmung,رای دادن,تصويت
Vote Of Confidence,Voto de confidencia,Vertrauensvotum,رای اعتماد,تصويت الثقة
Voteless,No hay voto,Keine Abstimmung,بدون رای,لا تصويت
Voter,Votante,Wähler,رای دهنده,الناخب
Votes,Votos,Stimmen,آرا,الأصوات
Voting,Votación,Wählen,رای گیری,التصويت
Votive,Voto hecho,Gelübde abgelegt,نذر شده,النذر الذي قطعته
Voucher,Carta de garantía,Garantieerklärung,تضمین نامه,خطاب الضمان
Vouchsafement,Sustitución,Auswechslung,تقویض,الاستبدال
Vow, Intención, Absicht,"نیت	", نيّة
Vowed,Ofrenda,Angebot,نذری,عرض
Vowel,Expresado,Gesprochen,صدا دار,مُعبّر عنه
Vowelize,Colocación de vocales,Vokalplatzierung,واکه گذاشتن,وضع الحروف المتحركة
Voyage, Viaje por mar, Seereise,"سفر دریا	", رحلة بحرية
Voyeurism,Espionaje,Spionage,استراق بصر,تجسس
Vulcanization,Soldadura eléctrica,Elektroschweißen,جوش برقی,اللحام الكهربائي
Vulcanizer,soldador eléctrico,Elektroschweißgerät,جوشکار برقی,لحام كهربائي
Vulgar,Comúnmente,Häufig,عوامانه,عادة
Vulgar People,Rijalah,Rijalah,رجاله,رجالة
Vulgarism,término coloquial,Umgangssprachlicher Begriff,اصطلاح عوامانه,مصطلح عامي
Vulgarity,Publicidad,Werbung,عوامیت,الدعاية
Vulgarization,Popularización,Popularisierung,عوام پسندسازی,تعميم
Vulgarize, Comúnmente, Häufig,"عوامانه	", عادة
Vulgate,Jerga,Slang,زبان عامیانه,دارجة
Vulgus,Gente común,Einfache Leute,عوام الناسی,عامة الناس
Vulnerary,Mejorador,Verbesserer,بهبود دهنده,محسن
Vulpine,Embaucador,Betrüger,نیرنگ باز,محتال
Vulture,Basurero,Aasfresser,مردارخور,زبال
Vulturine,Adjetivo carroñero,Aasfresser Adjektiv,لاشخور صفت,صفة الزبال
Vulturous,Similar a un carroñero,Aasfresserartig,لاشخور مانند,مثل الزبال
Vulviform,Similar a una vulva,Vulva-ähnlich,فرج مانند,مثل الفرج
Wad,pila de paja,Strohhaufen,توده کاه,كومة القش
Waddie,Vaquero,Kuhhirte,گاو چران,راعي البقر
Waddy,Vaquero,Kuhhirte,گاو چران,راعي البقر
Wade,Yendo con dificultad,Mit Schwierigkeiten gehen,بسختی رفتن,الذهاب بصعوبة
Wadeable,Apilable,Stapelbar,کپه کردنی,قابلة للتكديس
Waff,Tashr,Tashr,تشر,تشرين
Waft,Brisa,Brise,وزش نسیم,نسيم
Wage,Pago de salarios,Lohnzahlung,دستمزد دادن,دفع الأجور
Wage Earner,Mercenario,Söldner,مزدور,مرتزق
Wageless,No pagado,Unbezahlt,بی اجر,غير مدفوع الأجر
Waggery,broma traviesa,Boshafter Witz,شوخی شیطنت آمیز,نكتة مؤذية
Wagging Tail,Sacudir,Schütteln,دمتکاندادن,لتهز
Waggly,Hilado,Spinnen,فرفره وار,الغزل
Waggon,Carruaje,Streitwagen,ارابه,عربة
Wagon, En carro, Mit dem Wagen,"با واگنحمل	", بواسطة العربة
Wagoner,Cochera,Garage,گاراژ دار,مرآب
Wagonette,Wagenkochek,Wagenkochek,واگنکوچک,واجينكوتشيك
Wagtail,Cola ondulante,Wedelnder Schwanz,دم جنبانک,ذيل ملوح
Wahabi,wahabí,Wahhabiten,وهابی,الوهابية
Waif,Propiedad abandonada,Verlassenes Eigentum,مال متروکه,الممتلكات المهجورة
Wailing,Fagan,Fagan,فغان,فاجان
Wainwright,Fabricante de carritos,Wagenhersteller,گاری ساز,صانع العربات
Waist,Cintura del vestido,Taille des Kleides,کمر لباس,خصر الفستان
Waistband,Calzoncillos,Unterhose,بند زیرشلواری,الملابس الداخلية
Waist-Cloth,Aburrido,Lahm,لنگ,عاجِز
Waistcoat,Chaleco,Weste,جلیقه,سترة
Wait,Paciencia,Geduld,صبر,الصبر
Wait In Ambush,Estar al acecho,Auf der Lauer liegen,در کمین نشستن,للانتظار
Waited On,Makhdoom,Makhdoom,مخدوم,مخدوم
Waiting,Espera,Warten,انتظار,منتظر
Waiting List,Lista de voluntarios,Liste der Freiwilligen,فهرست داوطلبان,قائمة المتطوعين
Waiting Room,Sala de espera,Wartezimmer,اطاق انتظار,غرفة الانتظار
Waive,Hacer una excepción a la ley,Eine Ausnahme vom Gesetz machen,از قانونمستثنی کردن,لعمل استثناء للقانون
Wake,Estela del barco,Schiffsspur,دنبالهکشتی,أعقاب السفينة
Wake Up, Despierto, Wach,"بیدار	", مستيقظ
Wakefulness,Despertar,Erwachen,بیداری,الصحوة
Waker,Despertador,Erwecker,بیدار کننده,المستيقظ
Wales,Gales,Wales,ویلز,ويلز
Walk,Caminando,Gehen,راه رفتن,المشي
Walk Out On,Poner una moneda en una bolsa,Eine Münze in eine Tasche stecken,قال گذاشتن,وضع عملة معدنية في كيس
Walkaway,Fácil de conseguir,Leicht zu bekommen,سهل الحصول,من السهل الحصول عليها
Walker,Caminando,Gehen,راه رونده,المشي
Walking,Caminando,Gehen,پیاده روی,المشي
Walking Stick,Bastón,Spazierstock,چوب دستی,عصا المشي
Walkway,Paseo,Promenade,گردشگاه,تنزه
Wall,Muro,Wand,دیوار,حائط
Wallet,Bolsa de bolsillo,Taschenbeutel,کیف جیبی,حقيبة جيب
Wallflower,Shabat,Schabbat,شببو,السبت
Wallower,Laminación,Rollen,غلت خور,التدحرج
Wallpaper,Papel pintado,Tapete,کاغذ دیواری,ورق الجدران
Wall-Plug,Enchufe,Buchse,پریز,المقبس
Wall-To-Wall,Pared a pared,Von Wand zu Wand,دیوار به دیوار,من الحائط إلى الحائط
Walnut,Nogal,Walnussbaum,درخت گردو,شجرة الجوز
Walt Disney,Walt Disney,Walt Disney,والت دیسنی,والت ديزني
Waltz,Relacionado con el vals,Walzerbezogen,وابسته به والس,متعلق بالفالس
Wamble, Sentirse mareado, Übelkeit,"احساس تهوع	", الشعور بالغثيان
Wan,Anemia,Anämie,کم خون,فقر الدم
Wander, Vagabundo, Wanderer,"سرگردان	", متجول
Wanderer,Vagabundo,Wanderer,سرگردان,متجول
Wandering, Desplazado, Vertriebene,"آواره	", نازحين
Wane,Para llegar al final,Um das Ende zu erreichen,بهآخر رسیدن,للوصول إلى النهاية
Wane Of The Moon,Mohaq,Mohaq,محاق,محاق
Waney,Reducido,Reduziert,کاهش یافته,مخفض
Wang,Wang,Wang,وانگ,وانغ
Waning,Defecto,Defekt,نقصان,عيب
Wanly,Anemia,Anämie,کم خون,فقر الدم
Want,Falto,Wollen,خواستن,الرغبة
Wanted,Deseo,Wunsch,خواسته,يرغب
Wanting,Carente,Fehlt,فاقد,مفقود
Wanton, Demonio, Teuflisch,"شرور	", شر
Wantoner,Jefe de la casa,Oberhaupt des Hauses,سر بهوا,رب البيت
Wany,Reducido,Reduziert,کاهش یافته,مخفض
War,Guerra,Krieg,جنگ,حرب
War Cry,Grito de guerra,Kriegsgeschrei,فریاد جنگی,صرخة حرب
War Experienced,Desgarrado por la guerra,Vom Krieg zerrissen,جنگدیده,مزقتها الحرب
War Game,Manorama,Manorama,مانورنامی,مانوراما
War Gasses,Guerra de gas,Gaskrieg,گاز جنگی,حرب الغاز
War Of Nerves,Guerra de nervios,Nervenkrieg,جنگ اعصاب,حرب الأعصاب
War Prisoner,Prisionero de guerra,Kriegsgefangener,زندانی جنگ,أسير الحرب
War Vessel,Buque de guerra,Kriegsschiff,کشتی جنگی,سفينة حربية
Warble,Chirrido,Zwitschern,چهچههزدن,التغريد
Warbler,pájaro feliz,Glücklicher Vogel,مرغخوش الحان,طائر سعيد
Warbling,Composición de canciones,Songwriting,نغمه سرایی,كتابة الأغاني
Ward,Celda de prisión,Gefängniszelle,سلول زندان,زنزانة السجن
Wardership,Posición del prisionero,Gefangenenposition,مقام زندانبان,وضع السجين
Wardrobe,Inventario de ropa,Kleidungsbestand,موجودی لباس,مخزون الملابس
Wardroom,Sala de pacientes,Patientenlounge,سالنبیماران,صالة المرضى
Ware,Bienes en venta,Waren zum Verkauf,کالای فروشی,بضائع للبيع
