en,es,de,fa,ar
Vicarship,Vicaría,Pfarramt,نیابت,منصب القسيس
Vice,Vicio,Vize,معاون,نائب
Vice Admiral,Vicealmirante,Vizeadmiral,معاون دریاسالار,نائب الأدميرال
Vice Consul,Vicecónsul,Vizekonsul,معاون کنسول,نائب القنصل
Vice President,Vicepresidente,Vizepräsident,معاون رئیس جمهور,نائب الرئيس
Vice Versa,Viceversa,Umgekehrt,برعکس,والعكس صحيح
Vice-President,Vicepresidente,Vizepräsident,معاون رئیس جمهور,نائب الرئيس
Vicereine,Virreina,Vizekönigin,ویسرئین,نائبة
Viceroy,Virrey,Vizekönig,نایب السلطنه,نائب الملك
Vices,Vicios,Laster,رذایل,الرذائل
Vicinal,Vecinal,Vicinal,حومه,مجاور
Vicinity,Vecindad,Nähe,مجاورت,المنطقة المجاورة
Vicious,Vicioso,Bösartig,شرور,شرير
Viciousness,Crueldad,Bösartigkeit,شرارت,الشراسة
Victim,Víctima,Opfer,قربانی,ضحية
Victim Of,Víctima De,Opfer Von,قربانی,ضحية
Victor,Vencedor,Sieger,ویکتور,فيكتور
Victoria,Victoria,Viktoria,ویکتوریا,فيكتوريا
Victorious,Victorioso,Siegreich,پیروز,منتصرا
Victoriously,Victoriosamente,Siegreich,پیروزمندانه,منتصرا
Victory,Victoria,Sieg,پیروزی,انتصار
Victory Celebration,Celebración De La Victoria,Siegesfeier,جشن پیروزی,احتفال النصر
Victory Cup,Copa De La Victoria,Siegerpokal,جام پیروزی,كأس النصر
Victory Sign,Signo De Victoria,Victory-Zeichen,علامت پیروزی,علامة النصر
Victory Song,Canción De Victoria,Siegeslied,سرود پیروزی,أغنية النصر
Victual,Víveres,Lebensmittel,ویتالی,قوت
Victualler,Proveedor De Víveres,Gastwirt,ویتوالر,بائع الطعام
Vida,Vida,Leben,ویدا,فيدا
Vide,Véase,Video,ویدئو,فيديو
Video,Video,Video,ویدئو,فيديو
Vienna,Viena,Wien,وین,فيينا
Vietnam,Vietnam,Vietnam,ویتنام,فيتنام
Vietnamese,Vietnamita,Vietnamesisch,ویتنامی,الفيتنامية
View,Vista,Sicht,مشاهده,منظر
View As A Model,Ver Como Modelo,Als Modell Betrachten,به عنوان الگو ببینید,عرض كنموذج
View Lexicon,,Lexikon Sicht,نمایش واژه نامه,انظر القاموس
View Point,Punto De Vista,Aussichtspunkt,نقطه دید,وجهة نظر
Viewer,Espectador,Zuschauer,بیننده,مشاهد
Viewless,Sin Vista,Ohne Sicht,بی منظر,بدون رؤية
Viewpoint,Punto De Vista,Standpunkt,دیدگاه,وجهة نظر
Views,Puntos De Vista,Ansichten,دیدگاه ها,وجهات النظر
Vigesimal,Vigesimal,Vigesimal,پنج انگشتی,فيجيسيمال
Vigil,Vigilia,Mahnwache,شب زنده داری,وقفة احتجاجية
Vigilance,Vigilancia,Wachsamkeit,هوشیاری,اليقظة
Vigilant,Vigilante,Wachsam,هوشیار,يقظ
Vigorously,Vigorosamente,Kraftvoll,با شور و نشاط,بقوة
Vilifier,Difamador,Verleumder,بدگو,مُذم
Vilify,Vilipendiar,Verunglimpfen,بدگویی کردن,ذم
Vilipend,Vilipend,Vilipend,ویلیپند,فيليبند
Villa,Villa,Villa,ویلا,فيلا
Village,Aldea,Dorf,روستا,قرية
Villager,Aldeano,Dorfbewohner,روستایی,قروي
Villagers,Aldeanos,Dorfbewohner,روستاییان,القرويين
Villeinage,Villanía,Leibeigenschaft,روستانشینی,قروية
Villus,Vellosidad,Zotte,پرزها,زغابة
Vinaceous,Vinoso,Weinartig,شرابی,نبيذي
Vinal,Vinal,Wein,وینال,فينال
Vincent,Vicente,Vincent,وینسنت,فينسنت
Vincent Mckenzie,Vincent McKenzie,Vincent McKenzie,وینسنت مک کنزی,فينسنت ماكنزي
Vindicable,Reivindicable,Vertretbar,قابل توجیه,قابلة للتبرير
Vindication,Vindicación,Rechtfertigung,تبرئه,تبرئة
Vindicatory,Vindicativo,Rechtfertigend,توجیه کننده,تبريري
Vindictive,Vengativo,Rachsüchtig,کینه توز,انتقامي
Vindictiveness,Espíritu De Venganza,Rachsucht,کینه توزی,الانتقام
Vine,Enredadera,Rebe,تاک,كرمة
Vinegar,Vinagre,Essig,سرکه,خل
Vinegarish,Avinagrado,Essigartig,سرکه مانند,خل
Vinegary,Vinagroso,Essigartig,سرکه ای,خلي
Vinery,Viñedo,Weingut,تاکستان,كرم العنب
Vineyard,Viñedo,Weinberg,تاکستان,كرم العنب
Viniculture,Vinicultura,Weinbau,کشت انگور,زراعة الكروم
Vinologist,Vinólogo,Vinologe,وینولوژیست,عالم النبيذ
Vinosity,Vinosidad,Weinigkeit,وینوسیتی,النبيذ
Vinous,Vino,Wein,شراب,خمر
Vintager,Vendimiador,Winzer,وینر,صانع النبيذ
Violaceous,Violaceoso,Violett,بنفشه ای,بنفسجي اللون
Violate,Violar,Verletzen,نقض کردن,انتهاك
Violate A Contract,Violar Un Contrato,Einen Vertrag Verletzen,نقض قرارداد,انتهاك العقد
Violated,Violado,Verletzt,نقض شده,تم انتهاكها
Violating,Violando,Verletzend,نقض کردن,انتهاك
Violation,Violación,Verstoß,تخلف,انتهاك
Violation Of A Contract,Violación De Un Contrato,Vertragsverletzung,نقض قرارداد,انتهاك العقد
Violation Of Law,Violación De La Ley,Gesetzesverstoß,نقض قانون,انتهاك القانون
Violator,Violador,Verletzer,متخلف,منتهك
Violence,Violencia,Gewalt,خشونت,عنف
Violent,Violento,Gewalttätig,خشونت آمیز,عنيف
Violently,Violentamente,Heftig,با خشونت,بعنف
Violet,Violeta,Violett,بنفش,بنفسجي
Violin,Violín,Violine,ویولن,كمان
Violin Bridge,Puente De Violín,Violinensteg,پل ویولن,جسر الكمان
Violinist,Violinista,Violinist,نوازنده ویولن,عازف الكمان
Vip,Personaje,VIP,وی آی پی,كبار الشخصيات
Viper,Víbora,Viper,افعی,أفعى
Viperidae,Víboras,Vipern,افعی ها,الأفاعي
Virago,Virago,Virago,ویراگو,فيراجو
Viral,Viral,Viral,ویروسی,منتشر
Virgin,Virgen,Jungfrau,باکره,بِكر
Virgin Mary,Virgen María,Jungfrau Maria,مریم مقدس,مريم العذراء
Virginal,Virginal,Jungfräulich,باکره,عذري
Virginia,Virginia,Virginia,ویرجینیا,فرجينيا
Virginity,Virginidad,Jungfräulichkeit,بکارت,العذرية
Virginwool,Lana Virgen,Schurwolle,ویرجین وول,صوف عذراء
Virgulate,Virgulado,Virgulieren,ویرگول,ذكوري
Viricidal,Viricida,Viruzid,ویروس کش,مبيد للفيروسات
Viridescent,Viridiscente,Grünlich,ویروس زا,أخضر
Virility,Virilidad,Männlichkeit,مردانگی,الرجولة
Virologist,Virólogo,Virologe,ویروس شناس,عالم الفيروسات
Virology,Virología,Virologie,ویروس شناسی,علم الفيروسات
Virtu,Virtu,Virtu,فضیلت,الفضيلة
Virtualism,Virtualismo,Virtualismus,مجازی گرایی,الافتراضية
Virtually,Prácticamente,Praktisch,عملاً,افتراضيًا
Virtue,Virtud,Tugend,فضیلت,فضيلة
Virtueless,Sin Virtudes,Tugendlos,بی فضیلت,عديم الفضيلة
Virtues,Virtudes,Tugenden,فضایل,الفضائل
Virtues And Faults,Virtudes Y Defectos,Tugenden Und Fehler,فضایل و گناهان,الفضائل والعيوب
Virtuoso,Virtuoso,Virtuose,هنرمند چیره دست,موهوب
Virtuous,Virtuoso,Tugendhaft,با فضیلت,فاضل
Virulence,Virulencia,Virulenz,حدت,الضراوة
Virulent,Virulento,Virulent,بدخیم,خبيث
Virus,Virus,Virus,ویروس,فايروس
Vis A Vis,Cara A Cara,Gegenüber,دید به دید,مقابل مقابل
Visa,Visa,Visum,ویزا,فيزا
Visage,Rostro,Antlitz,چهره,سيماء
Vis-A-Vis,Opuesto,Gegenteil,مقابل,عكس
Viscera,Vísceras,Eingeweide,احشاء,أحشاء
Viscounty,Vizcondado,Viscounty,ویسکونتی,فيكونتي
Viscous,Viscoso,Viskos,چسبناک,لزج
Vise,Tornillo,Schraubstock,گیره,ملزمة
Vishtasb,Vishtasb,Vishtasb,ویشتاسب,فيشتاسب
Visibility,Visibilidad,Sichtweite,قابلیت مشاهده,الرؤية
Visible,Visible,Sichtbar,قابل مشاهده,مرئي
Visible Signs,Signos Visibles,Sichtbare Zeichen,نشانه های قابل مشاهده,علامات مرئية
Visibleness,Visibilidad,Sichtweite,قابلیت مشاهده,الرؤية
Vision,Visión,Vision,بینایی,رؤية
Visional,Visional,Visionär,رؤیایی,مرئي
Visionary,Visionario,Visionär,رؤیاپرداز,صاحب رؤية
Visionless,Sin Visión,Visionslos,بی بینایی,عديم الرؤية
Visit,Visita,Besuchen,بازدید,يزور
Visitation,Visitación,Heimsuchung,بازدید,الزيارة
Visitational,Visitacional,Besuchs,دیداری,زيارة
Visitatorial,Visitatorial,Besuchsperson,بازدیدی,زيارة
Visiter,Visitante,Besucher,بازدیدکننده,زائر
Visiting,Visitante,Besuch,بازدید کردن,زيارة
Visiting Nurse,Enfermera Visitante,Besuchskrankenschwester,پرستار مهمان,ممرضة زائرة
Visiting Teacher,Profesor Visitante,Gastlehrer,معلم مهمان,مدرس زائر
Visiting Time,Tiempo De Visita,Besuchszeit,زمان بازدید,وقت الزيارة
Visitor,Visitante,Gast,بازدیدکننده,زائر
Visits,Visitas,Besuche,بازدیدها,الزيارات
Visor,Visera,Visier,ویزور,قناع
Vista,Vista,Aussicht,ویستا,فيستا
Visting Card,Tarjeta De Visita,Visitenkarte,کارت ویزیت,بطاقة زيارة
Visual,Visual,Visuell,بصری,مرئي
Visual Acuity,Agudeza Visual,Sehschärfe,حدت بینایی,حدة البصر
Visual Check,Control Visual,Sichtprüfung,بررسی بصری,فحص بصري
Visual Error,Error Visual,Sehfehler,خطای دید,خطأ بصري
Visualizer,Visualizador,Visualisierer,تجسم کننده,مُصوِّر
Visually Challenged,Personas Con Discapacidad Visual,Sehbehindert,از نظر بینایی مشکل دارد,ذوي التحديات البصرية
Vital,Vital,Lebenswichtig,حیاتی,حيوي
Vital Statistics,Estadísticas Vitales,Bevölkerungsstatistik,آمار حیاتی,الإحصاءات الحيوية
Vitalist,Vitalista,Vitalist,حیات گرا,فيتاليست
Vitalistic,Vitalista,Vitalistisch,حیات گرایانه,حيوية
Vitality,Vitalidad,Vitalität,نشاط,حيوية
Vitalize,Vitalizar,Beleben,حیاتی بخشیدن,تنشيط
Vitamin,Vitamina,Vitamin,ویتامین,فيتامين
Vitaminize,Vitaminizar,Vitaminisieren,ویتامین دار کردن,فيتامينات
Vitiate,Viciar,Beeinträchtigen,ویتیا,أفسد
Vitiation,Corrupción,Verderbnis,ویتاسیون,إبطال
Viticulture,Viticultura,Weinbau,تاکستان,زراعة الكروم
Viticulturist,Viticultor,Weinbauer,تاکستان دار,مزارع العنب
Vitrol,Vitrol,Vitrol,ویترول,فيترول
Vitta,Vita,Vitta,ویتا,فيتا
Vituperate,Vituperar,Beschimpfen,توهین آمیز,شتم
Vituperatory,Vituperante,Beschimpfend,توهین آمیز,شتائم
Viva,Viva,Viva,ویوا,تحيا
Vivacious,Vivaz,Lebhaft,پر جنب و جوش,حيوي
Vivacity,Vivacidad,Lebhaftigkeit,سرزندگی,حيوية
Vivifier,Vivificador,Beleber,زنده کننده,مُنشط
Viviparous,Vivíparo,Lebendgebärend,زنده زا,ولود
Vivisection,Vivisección,Vivisektion,کالبدشکافی زنده,تشريح الحيوانات الحية
Vixen,Zorra,Füchsin,روباه ماده,امرأة مشاكسة
Vizard,Mago,Zauberer,جادوگر,ساحر
Vladimir,Vladimir,Wladimir,ولادیمیر,فلاديمير
Vladimir Lenin,Vladímir Lenin,Wladimir Lenin,ولادیمیر لنین,فلاديمير لينين
Vladimir Putin,Vladímir Putin,Wladimir Putin,ولادیمیر پوتین,فلاديمير بوتن
Vocable,Vocabulario,Vokabular,واژگان,مفردات
Vocabular,Vocabulario,Vokabular,واژگان,مفردات
Vocabulary,Vocabulario,Vokabular,واژگان,مفردات
Vocal,Vocal,Gesang,آوازی,صوتي
Vocalist,Vocalista,Sänger,خواننده,المنشد
Vocalization,Vocalización,Vokalisierung,آوازخوانی,غناء
Vocatinal School,Escuela Vocacional,Berufsschule,مدرسه فنی و حرفه ای,مدرسة مهنية
Vocational,Profesional,Beruflich,حرفه ای,مهني
Vocational School,Escuela Vocacional,Berufsschule,مدرسه حرفه ای,مدرسة مهنية
Vocative,Vocativo,Vokativ,ندا دهنده,ندائي
Vociferant,Vociferante,Lautstark,پر سر و صدا,صاخب
Vociferate,Vociferar,Schreien,وُسیفرات,صرخ
Vociferous,Vociferante,Lautstark,پر سر و صدا,صاخب
Vodka,Vodka,Wodka,ودکا,فودكا
Vogie,Neblinoso,Nebelig,مه آلود,ضبابي
Vogue,Moda,Mode,مد,موضة
Vogueish,De Moda,Vogueish,مد روز,عصري
Voguish,De Moda,Modisch,شیک پوش,عصري
Voice,Voz,Stimme,صدا,صوت
Voiced,Expresado,Geäußert,ابراز شده,تم التعبير عنه
Voices,Voces,Stimmen,صداها,أصوات
Voicless,Sin Voz,Stimmlos,بی صدا,بلا صوت
Void,Vacío,Leere,باطل,فارغ
Void Result,Resultado Nulo,Ungültiges Ergebnis,نتیجه باطل,نتيجة باطلة
Voidance,Vacío,Leere,باطل,فارغ
Volant,Doselera,Volant,والانس,الستارة
Volatilization,Volatilización,Verflüchtigung,تبخیر,التطاير
Volcanic,Volcánico,Vulkanischen,آتشفشانی,بركاني
Volcanic Activity,Actividad Volcánica,Vulkanische Aktivität,فعالیت آتشفشانی,النشاط البركاني
Volcanist,Vulcanista,Vulkanist,آتشفشان شناس,عالم بركاني
Volcano,Volcán,Vulkan,آتشفشان,بركان
Volcanology,Vulcanología,Vulkanologie,آتشفشان شناسی,علم البراكين
Volga,Volga,Wolga,ولگا,نهر الفولغا
Volitional,Volitivo,Willentlich,ارادی,إرادي
Volkswagen,Volkswagen,Volkswagen,فولکس واگن,فولكس فاجن
Volleyball,Voleibol,Volleyball,والیبال,الكرة الطائرة
Volleyer,Voleador,Volleyball,والیبالیست,لاعب كرة طائرة
Volt,Voltio,Volt,ولت,فولت
Voltage,Voltaje,Stromspannung,ولتاژ,الجهد االكهربى
Voltage Regulator,Regulador De Voltaje,Spannungsregler,تنظیم کننده ولتاژ,منظم الجهد
Voltaism,Voltaísmo,Voltaismus,ولتیسم,الفولتية
Voltameter,Voltámetro,Voltmeter,ولت متر,الفلطامتر مقياس التحليل الفلطي
Voltatile,Volátil,Flüchtig,فرار,متقلب
Voltmeter,Voltímetro,Voltmeter,ولت متر,الفولتميتر
Volubility,Volubilidad,Redseligkeit,سیالیت,القدرة على النطق
Voluble,Locuaz,Redselig,سیال,ثرثار
Volume,Volumen,Volumen,حجم,مقدار
Volumeter,Volúmetro,Volumenmesser,حجم دهنده,مقياس الحجم
Voluminal,Voluminoso,Voluminös,حجیم,ضخم
Voluminosness,Volumen,Volumen,حجمی بودن,الحجم
Voluminous,Voluminoso,Voluminös,حجیم,ضخم
Voluntarily,Voluntariamente,Freiwillig,داوطلبانه,طواعية
Voluntarism,Voluntarismo,Freiwilligenarbeit,اراده گرایی,التطوع
Voluntary,Voluntariamente,Freiwillig,داوطلبانه,طواعية
Voluntary Work,Trabajo Voluntario,Freiwilligenarbeit,کار داوطلبانه,العمل التطوعي
Voluntaryism,Voluntariado,Voluntarismus,داوطلبانه گرایی,التطوع
Volunteer,Voluntario,Freiwilliger,داوطلب,متطوع
Voluptuate,Voluptuoso,Wollüstig,شهوترانی کردن,ملتوية
Voluptuous,Voluptuoso,Üppig,شهوت انگیز,حسي
Volute,Voluta,Spirale,حجم,شكل حلزوني
Vomit,Vomitar,Sich Erbrechen,استفراغ,القيء
Vomiting,Vómitos,Erbrechen,استفراغ,القيء
Vomitive,Vomitivo,Erbrechen,استفراغ آور,متقيء
Vomiturition,Vómitos,Erbrechen,استفراغ,القيء
Vomitus,Vómito,Erbrochenes,استفراغ,القيء
Vomitve,Vomitar,Erbrechen,استفراغ آور,تقيؤ
Voracious,Voraz,Unersättlich,حریص,شره
Voracity,Voracidad,Gefräßigkeit,حرص و طمع,شره
Votaress,Votante,Wählerin,رأی دهنده,دردور
Votary,Devoto,Verehrer,نذر کننده,المنذور
Vote,Votar,Abstimmung,رأی,تصويت
Vote Of Confidence,Voto De Confidencia,Vertrauensvotum,رأی اعتماد,تصويت الثقة
Voteless,Sin Voto,Stimmlos,بی رأی,بلا صوت
Voter,Votante,Wähler,رأی دهنده,ناخب
Votes,Votos,Stimmen,آرا,الأصوات
Voting,Votación,Wählen,رأی گیری,التصويت
Votive,Votivo,Votiv-,نذری,نذري
Voucher,Vale,Gutschein,کوپن,قسيمة
Vouchsafement,Garantía,Bürgschaft,ضمانت نامه,ضمان
Vow,Voto,Gelübde,نذر,نذر
Vowed,Prometió,Geschworen,نذر کرد,تعهد
Vowel,Vocal,Vokal,مصوت,حرف العلة
Vowelize,Vocalizar,Vokalisieren,مصوت کردن,نطق الحروف المتحركة
Voyage,Viaje,Reise,سفر دریایی,رحلة
Voyeurism,Voyeurismo,Voyeurismus,چشم چرانی,التلصص
Vulcanization,Vulcanización,Vulkanisation,ولکانیزاسیون,الفلكنة
Vulcanizer,Vulcanizador,Vulkanisierer,ولکانیزه کننده,مبركن
Vulgar,Vulgar,Vulgär,مبتذل,مبتذل
Vulgar People,Gente Vulgar,Vulgäre Leute,آدم های بی ادب,الناس المبتذلين
Vulgarism,Vulgarismo,Vulgarismus,ابتذال گرایی,الابتذال
Vulgarity,Vulgaridad,Vulgarität,ابتذال,الابتذال
Vulgarization,Vulgarización,Vulgarisierung,عامیانه سازی,الابتذال
Vulgarize,Vulgarizar,Vulgarisieren,مبتذل کردن,بسط
Vulgate,Vulgata,Vulgata,عامیانه,النسخة اللاتينية للإنجيل
Vulgus,Vulgo,Vulgus,ولگوس,الفم
Vulnerary,Vulnerario,Verletzlich,آسیب پذیر,ضعيف
Vulpine,Vulpino,Fuchs,ولپین,ثعلبي
Vulture,Buitre,Geier,کرکس,نسر
Vulturine,Buitre,Geier,کرکس,نسر
Vulturous,Vulturoso,Geierhaft,لاشخور,نسراني
Vulviform,Vulviform,Vulviform,ولویفرم,فرجية
Wad,Taco,Bündel,واد,حشوة
Waddie,Waddie,Waddie,وادی,وادي
Waddy,Wady,Waddy,وادی,وادي
Wade,Vadear,Waten,وید,خوض
Wadeable,Vadeable,Watbar,قابل شستشو,قابلة للخوض
Waff,Gofre,Waff,واف,واف
Waft,Ráfaga,Wehen,وفت,رائحة
Wage,Salario,Lohn,دستمزد,أجر
Wage Earner,Asalariado,Lohnempfänger,حقوق بگیر,كاسب الأجر
Wageless,Sin Salario,Lohnlos,بی دستمزد,بلا أجر
Waggery,Bromas,Witzig,واگری,المزاح
Wagging Tail,Cola Meneando,Wedelnder Schwanz,دم تکان دادن,ذيل يهز
Waggly,Meneándose,Wackelig,لرزان,متمايل
Waggon,Carro,Waggon,واگن,عربة
Wagon,Vagón,Wagon,واگن,عربة
Wagoner,Carretero,Fuhrmann,واگنر,سائق عربة
Wagonette,Camioneta,Wagonette,واگنت,عربة صغيرة
Wagtail,Aguzanieves,Bachstelze,واگتیل,طائر الذعرة
Wahabi,Wahabí,Wahabitisch,وهابی,الوهابي
Waif,Niño Abandonado,Findling,وایف,طفل رضيع
Wailing,Gemidos,Jammern,ناله و زاری,نحيب
Wainwright,Wainwright,Wainwright,وین رایت,واينرايت
Waist,Cintura,Taille,کمر,وَسَط
Waistband,Pretina,Bund,کمر بند,حزام
Waist-Cloth,Tela De Cintura,Hüfttuch,پارچه کمری,قماش الخصر
Waistcoat,Chaleco,Weste,جلیقه,صدرية
Wait,Esperar,Warten,صبر کن,انتظر
Wait In Ambush,Esperar En Una Emboscada,Im Hinterhalt Warten,در کمین منتظر ماندن,الانتظار في الكمين
Wait Symbol Path,,Wartesymbolpfad,مسیر نماد انتظار,مسار أيقونة الانتظار
Waited On,Esperó,Wartete Auf,منتظر ماند,انتظرت
Waiting,Espera,Warten,منتظر,منتظر
Waiting List,Lista De Espera,Warteliste,لیست انتظار,قائمة الانتظار
Waiting Room,Sala De Espera,Wartezimmer,اتاق انتظار,غرفة الانتظار
Waive,Renunciar,Verzichten,چشم پوشی کردن,التنازل
Wake,Despertar,Aufwachen,بیدار باش,استيقظ
Wake Up,Despertar,Aufwachen,بیدار شو,استيقظ
Wakefulness,Desvelo,Wachsamkeit,بیداری,اليقظة
Waker,Sereno,Wächter,نگهبان,حارس
Wales,Gales,Wales,ولز,ويلز
Walk,Caminar,Gehen,پیاده روی,يمشي
Walk Out On,Abandonar,Hinausgehen Auf,بیرون رفتن,الخروج
Walkaway,Alejarse,Weggehen,پیاده رو,هروب
Walker,Caminante,Wanderer,واکر,مشاية
Walking,Caminando,Gehen,پیاده روی,المشي
Walking Stick,Bastón,Spazierstock,عصای پیاده روی,عصا المشي
Walkway,Pasarela,Gehweg,پیاده رو,ممر للمشاة
Wall,Muro,Wand,دیوار,حائط
Wallet,Billetera,Geldbörse,کیف پول,محفظة
Wallflower,Alhelí,Mauerblümchen,گل دیواری,زهرة الجدار
Wallower,Revolcarse,Suhler,دیوارکوب,متمرغ
Wallpaper,Papel Pintado,Tapete,کاغذ دیواری,ورق جدران
Wall-Plug,Enchufe De Pared,Wandstecker,پریز دیواری,قابس الحائط
Wall-To-Wall,De Pared A Pared,Von Wand Zu Wand,دیوار به دیوار,من الحائط إلى الحائط
Walnut,Nuez,Nussbaum,گردو,جوز
Walt Disney,Walt Disney,Walt Disney,والت دیزنی,والت ديزني
Waltz,Vals,Walzer,والس,رقصة الفالس
Wamble,Tambalearse,Wackeln,وومل,تمايل
Wan,Pálido,Wan,وان,وان
Wander,Deambular,Wandern,پرسه زدن,تجول
Wanderer,Vagabundo,Wanderer,سرگردان,متجول
Wandering,Errante,Wandern,سرگردان,تجول
Wane,Menguar,Schwinden,افول,تراجع
Wane Of The Moon,Menguante De La Luna,Abnehmender Mond,غروب ماه,انخفاض القمر
Waney,Vagabundo,Waney,وانی,متناقص
Wang,Wang,Wang,وانگ,وانغ
Waning,Menguante,Abnehmend,رو به زوال,تناقص
Wanly,Débilmente,Matt,رنگ پریده,ضعيف
Want,Desear,Wollen,می خواهم,يريد
Wanted,Buscado,Gesucht,خواسته شده,مطلوب
Wanting,Falto,Wollen,خواستن,راغبا
Wanton,Sin Sentido,Mutwillig,گستاخ,فاسقة
Wantoner,Libertino,Mutwilliger,هوسباز,فاسق
Wany,Vago,Schwach,وانی,ضعيف
War,Confundido,Verwirrt,گیج,مشوش
War Cry,Grito De Guerra,Kriegsgeschrei,فریاد جنگ,صرخة حرب
War Experienced,Guerra Experimentada,Krieg Erlebt,جنگ را تجربه کرد,شهدت الحرب
War Game,Juego De Guerra,Kriegsspiel,بازی جنگی,لعبة حرب
War Gasses,Gases De Guerra,Kampfgase,گازهای جنگی,غازات الحرب
War Of Nerves,Guerra De Nervios,Nervenkrieg,جنگ اعصاب,حرب الأعصاب
War Prisoner,Prisionero De Guerra,Kriegsgefangener,اسیر جنگی,أسير حرب
War Vessel,Buque De Guerra,Kriegsschiff,کشتی جنگی,سفينة حربية
Warble,Trino,Trällern,جنگولک,تغريد
Warbler,Curruca,Grasmücke,سسک,طائر المغرد
Warbling,Gorjeo,Trillernd,جنگیدن,التغريد
Ward,Pabellón,Station,بخش,جناح
Wardership,Tutela,Vormundschaft,نگهبانی,الوصاية
Wardrobe,Armario,Kleiderschrank,کمد لباس,خزانة الملابس
Wardroom,Sala De Oficiales,Messe,اتاق کار,غرفة الملابس
Ware,Mercancía,Ware,ظروف,سلعة
Ware Room,Almacén,Lagerraum,اتاق انبار,غرفة التخزين
Warehouse,Depósito,Lager,انبار,مستودع
Warehousing,Almacenamiento,Lagerung,انبارداری,التخزين
Warfare,Guerra,Krieg,جنگاوری,حرب
Warhead,Cabeza Armada,Sprengkopf,کلاهک,رأس حربي
Warhorse,Caballo De Guerra,Schlachtross,اسب جنگی,حصان حرب
Warily,Con Cautela,Vorsichtig,با احتیاط,بحذر
Warlike,Belicoso,Kriegerisch,جنگی,حربي
Warlock,Brujo,Hexenmeister,جادوگر,ساحر
Warlord,Jefe Militar,Kriegsherr,جنگ سالار,أمير الحرب
Warm,Cálido,Warm,گرم,دافيء
Warm Up,Calentamiento,Sich Warm Laufen,گرم کردن,تسخين
Warm-Blooded,De Sangre Caliente,Warmblütig,خون گرم,ذوات الدم الحار
Warm-Bloodedness,Sangre Caliente,Warmblütigkeit,خونگرمی,ذوات الدم الحار
Warmer,Más Cálido,Wärmer,گرمتر,أكثر دفئًا
Warmhearted,De Buen Corazón,Warmherzig,خونگرم,طيب القلب
Warmly,Cálidamente,Herzlich,به گرمی,بحرارة
Warmonger,Belicista,Kriegshetzer,جنگ طلب,مُحرِّض للحرب
Warmth,Calor,Wärme,گرما,الدفء
Warn,Advertir,Warnen,هشدار دادن,تحذير
Warner,Warner,Warner,وارنر,وارنر
Warning,Advertencia,Warnung,هشدار,تحذير
Warningly,Con Advertencia,Warnend,به طور هشدار دهنده,تحذيرًا
Warp,Urdimbre,Kette,تار,الاعوجاج
Warpath,Sendero De Guerra,Kriegspfad,مسیر جنگ,مسار الحرب
Warplane,Avión De Guerra,Kampfflugzeug,هواپیمای جنگی,طائرة حربية
Warrant,Orden,Gewährleistung,حکم,مذكرة
Warrantable,Garantizable,Garantiefähig,قابل ضمانت,قابلة للضمان
Warranted,Garantizado,Garantiert,موجه,مضمون
Warranty,Garantía,Garantie,گارانتی,ضمان
Warrior,Guerrero,Krieger,جنگجو,محارب
Warsaw,Varsovia,Warschau,ورشو,وارسو
Warship,Buque De Guerra,Kriegsschiff,کشتی جنگی,سفينة حربية
Wart,Verruga,Warze,زگیل,الثؤلول
Wartime,Tiempo De Guerra,Kriegszeit,زمان جنگ,زمن الحرب
Warty,Verrugoso,Warzig,زگیل دار,ثؤلولي
Was,era,War,بود,
Wash,Lavar,Waschen,شستشو,غسل
Wash Clothes,Lavar La Ropa,Wäsche Waschen,لباس ها را بشویید,غسل الملابس
Washable,Lavable,Waschbar,قابل شستشو,قابل للغسل
Washbasin,Lavabo,Waschbecken,روشویی,مغسلة
Washcloth,Toallita,Waschlappen,دستمال دستشویی,منشفة
Washed,Lavado,Gewaschen,شسته شده,مغسول
Washed Up,Lavado,Angespült,شسته شده,جرفتها المياه
Washer,Arandela,Waschmaschine,واشر,غسالة
Washer Machin,Lavadora,Waschmaschine,ماشین لباسشویی,غسالة
Washhouse,Lavadero,Waschhaus,رختشویخانه,مغسلة
Washing,Lavado,Waschen,شستشو,غسل
Washington,Washington,Washington,واشنگتن,واشنطن
Washington Post,El Washington Post,Washington Post,واشنگتن پست,واشنطن بوست
Washtub,Tina De Lavar,Waschzuber,وان شستشو,طشت
Wasp Colony,Colonia De Avispas,Wespenkolonie,کلونی زنبور,مستعمرة الدبابير
Waspish,Enojadizo,Wespen,واسپیس,دبور
Wassail,Balbuceo,Quatsch,واسایل,وسيل
Waste,Desperdiciar,Abfall,ضایعات,يضيع
Waste And Steal,Desperdiciar Y Robar,Verschwenden Und Stehlen,هدر دادن و دزدیدن,إهدار وسرقة
Waste Basket,Papelera,Papierkorb,سطل زباله,سلة المهملات
Waste Money,Malgastar Dinero,Geld Verschwenden,پول هدر دادن,إهدار المال
Waste Time,Perder El Tiempo,Zeit Verschwenden,وقت تلف کردن,إضاعة الوقت
Wasted,Desperdiciado,Verschwendet,هدر رفته,ضائع
Wasteful,Antieconómico,Verschwenderisch,اسراف آمیز,مُبذر
Wasteland,Yermo,Ödland,زمین بایر,أرض قاحلة
Wastepaper,Papeles Usados,Altpapier,کاغذ باطله,ورق مهملات
Waster,Desperdicio,Verschwender,هدر دهنده,مُبذر
