en,es,de,fa,ar
Vertebration,Cuentas,Perlenstickerei,مهره بندی,خرز
Vertical,Vertical,Vertikal,عمودی,رَأسِيّ
Verticality,Verticalidad,Vertikalität,عمودیت,عمودية
Vertice,Tarek,Tarek,تارک,طارق
Vertigo,Rotación,Drehung,چرخش بدور,تناوب
Verve,Estilo espiritual,Spiritueller Stil,سبک روحی,الأسلوب الروحي
Very,Muchísimo,Sehr viel,خیلی,كثيرا جدا
Vesica,Manet,Manet,مانه,مانيه
Vesicatory,Hule,Wachstuch,مشمع ذراریح,قماش مشمع
Vesicle,Ampolla,Blase,تاولچه,بثرة
Vesicular,Relativo a la cavidad,Bezogen auf die Höhle,مربوط به حفره,متعلق بالتجويف
Vesiculate,Relativo a la cavidad,Bezogen auf die Höhle,مربوط به حفره,متعلق بالتجويف
Vesper,Oración del Maghrib,Maghrib-Gebet,نماز مغرب,صلاة المغرب
Vesperal,Oración del Maghrib,Maghrib-Gebet,نماز مغرب,صلاة المغرب
Vespers,Oración de la tarde,Abendgebet,عبادت شامگاهی,صلاة العشاء
Vespertinal,Relativo a la noche,Bezüglich der Nacht,مربوط به شب,متعلق بالليل
Vespertine,Relativo a la noche,Bezüglich der Nacht,مربوط به شب,متعلق بالليل
Vespiary,colonia de abejas,Bienenvolk,اجتماع زنبوران,مستعمرة النحل
Vessel,Buque,Schiff,آوند,إناء
Vest,ropa interior de punto,Gestrickte Unterwäsche,زیرپوش کشباف,ملابس داخلية محبوكة
Vestibular,Como una pequeña habitación,Wie ein kleines Zimmer,شبیه اتاقک,مثل غرفة صغيرة
Vestibule,Atrio,Atrium,دهلیز,الأتريوم
Vestige,Redia,Redia,ردیا,ريديا
Vestigial,Redia,Redia,ردیا,ريديا
Vestlike,tipo chaleco,Weste-ähnlich,جلیقه مانند,مثل السترة
Vestry,Sala de oración,Gebetsraum,اتاق دعا,غرفة الصلاة
Vet,Hacer enfermar,Krank machen,بیطاری کردن,لجعل المرضى
Veteran,Ex soldado,Ehemaliger Soldat,سرباز سابق,جندي سابق
Veterinarian,Veterinario,Tierarzt,دام پزشک,طبيب بيطري
Veterinary,Medicina veterinaria,Tiermedizin,دامپزشکی,الطب البيطري
Veto,Votar en contra,Dagegen stimmen,رای مخالف دادن,التصويت ضد
Vexation,Molestia,Ärger,آزردگی,إزعاج
Vexatious,Angustia,Herzschmerz,دل آزار,وجع القلب
Vexillate,Bandera,Flagge,درفشی,علَم
Via,A través de,Durch,از طریق,خلال
Viability,Habitabilidad,Lebensqualität,زیست پذیری,قابلية العيش
Viable,Viable,Durchführbar,زیست پذیر,قابلة للتطبيق
Vial,Ampolla,Ampulle,آمپول,أمبولة
Viand,Alimento,Essen,غذا,طعام
Vibrant,Vibrante,Vibrierend,لرزنده,اهتزاز
Vibrate,Vibrar,Vibrieren,ارتعاش داشتن,للاهتزاز
Vibratile,Vibrante,Vibrierend,قابل اهتزاز,اهتزاز
Vibratility,Capacidad de vibración,Vibrationsfestigkeit,قابلیت ارتعاش,قدرة الاهتزاز
Vibrating,Temblor,Zittern,لرزان,ارتعاش
Vibration,Vibración,Vibration,ارتعاش,اهتزاز
Vibrative,En vibración,In Vibration,در اهتزاز,في الاهتزاز
Vibrator,Oscilador,Oszillator,نوسان کننده,مذبذب
Vibratory,Vibrante,Vibrierend,ارتعاشی,اهتزاز
Vibrograph,Osciloscopio,Oszilloskop,نوسان نگار,راسم الذبذبات
Vibrometer,Osciloscopio,Oszilloskop,نوسان نگار,راسم الذبذبات
Vicar,Diputado,Stellvertreter,نایب مناب,نائب
Vicarate,territorio del califato,Kalifatgebiet,قلمرو خلافت,أراضي الخلافة
Vicarial,Califas,Kalifen,خلیفهای,الخلفاء
Vicariate,territorio del califato,Kalifatgebiet,قلمرو خلافت,أراضي الخلافة
Vicarious,Apoderado,Proxy,نیابتی,الوكيل
Vicarship,Califato,Kalifat,خلیفگی,الخلافة
Vice,Demonio,Teuflisch,شرارت,شر
Vice-President,vicepresidente,Vizepräsident,معاون رئیس جمهور,نائب الرئيس
Vicereine,Virrey femenina,Weiblicher Vizekönig,نایب السلطنه زن,نائبة الملك
Viceroy,Comandante en jefe,Oberbefehlshaber,فرمانفرمای کل,القائد الأعلى
Vices,Vicios,Laster,رذائل,الرذائل
Vicinal,En el barrio,In der Nachbarschaft,در همسایگی,في الحي
Vicinity,Vecindario,Nachbarschaft,جوار,حيّ
Vicious,perro malo,Böser Hund,بدسگال,كلب سيء
Viciousness,Malicia,Bosheit,بدطینتی,الحقد
Victim,Ferris,Ferris,فریس,فيريس
Victor,Vencedor,Sieger,ویکتور,فيكتور
Victoria,Victoria,Viktoria,ویکتوریا,فيكتوريا
Victorious,Victorioso,Siegreich,پیروزمند,منتصرا
Victoriously,Victorioso,Siegreich,پیروزمندانه,منتصرا
Victory, Abrumador, Überwältigend,"چیره	", غامر
Victual,Alimento,Essen,ماکولات,طعام
Victualler,¿Qué es Sursat?,Was ist Sursat?,سورسات چی,ما هو Sursat؟
Vida,Vida,Leben,ویدا,فيدا
Vide,Por ejemplo,Zum Beispiel,فی المثل,على سبيل المثال
Video,Video,Video,ویدئویی,فيديو
Vienna,Viena,Wien,وین,فيينا
Vietnam,Vietnam,Vietnam,ویتنام,فيتنام
Vietnamese,vietnamita,Vietnamesisch,ویتنامی,الفيتنامية
View,Comentario,Kommentar,نظر انداختن,تعليق
View,Perspectiva,Ausblick,چشم انداز,التوقعات
Viewer,Espectador,Zuschauer,تماشا گر,المشاهد
Viewless,Sin vistas,Ohne Aussicht,بی منظره,بدون منظر
Viewpoint,Punto de vista,Standpunkt,نقطه نظر,وجهة نظر
Views,Notas,Hinweise,ملحوظات,ملحوظات
Vigesimal,Veinte,Zwanzig,بیست گانه,عشرون
Vigil,Renacimiento,Wiederbelebung,احیاء,إحياء
Vigilance,Quedarse despierto hasta tarde,Lange aufbleiben,شب زنده داری,البقاء مستيقظا حتى وقت متأخر
Vigilant,Ave nocturna,Nachteule,شب زنده دار,بومة الليل
Vigorously,Extremadamente,Äußerst,شدیدا,لأقصى حد
Vilifier,Calumnia,Verleumdung,بهتان زن,القذف
Vilify,Para calumniarte,Um dich zu verleumden,بهتان زدن,لتشويه سمعتك
Vilipend,Subestimar,Unterschätzen,ناچیز شمردن,التقليل من شأن
Villa,Bungalow,Bungalow,خانه ییلاقی,بنغل
Village,Aldea,Dorf,روستا,قرية
Villager,Rústico,Rustikal,روستامنش,ريفي
Villagers,agricultores,Landwirte,دهاقین,المزارعون
Villeinage,Propietario,Vermieter,ارباب رعیتی,مالك العقار
Villus,Khamel,Khamel,خمل,كاميل
Vinaceous,borgoña,Burgund,شرابی رنگ,بورجوندي
Vinal,En forma de vino,In Form von Wein,بشکل شراب,على شكل نبيذ
Vincent,Vicente,Vincent,وینسنت,فينسنت
Vindicable,Defendible,Vertretbar,قابل دفاع,قابلة للدفاع عنها
Vindication,Prueba de inocencia,Beweis der Unschuld,اثبات بیگناهی,إثبات البراءة
Vindicatory,Demostrable,Nachweisbar,ثابت کردنی,قابلة للإثبات
Vindictive,Odio,Hass,کینه توز,الكراهية
Vindictiveness,Odio,Hass,کینهتوزی,الكراهية
Vine,uva,Traube,انگور,عنب
Vinegar,Vinagre,Essig,سرکه,خل
Vinegarish,Carreteras,Straßen,سرکهای,الطرق
Vinegary,Carreteras,Straßen,سرکهای,الطرق
Vinery,Peluquería,Friseursalon,گرمخانه مو,صالون شعر
Vineyard,Viñedo,Weinberg,انگورستان,كرم العنب
Viniculture,Elaboración del vino,Weinbereitung,شراب سازی,صناعة النبيذ
Vinologist,Experto en vinos,Weinexperte,شراب شناس,خبير النبيذ
Vinosity,viento soplando,Wind weht,باده گساری,هبوب الرياح
Vinous,bebedor de vino,Weintrinker,شرابخور,شارب النبيذ
Vintager,Vendimiador de uvas,Winzer,خوشهچین,قطف العنب
Violaceous,color violeta,Violette Farbe,برنگ بنفشه,اللون البنفسجي
Violate, Falta de respeto, Respektlosigkeit,"هتک احترام	", عدم الاحترام
Violated,Sin rostro,Gesichtslos,بیصورت,بلا وجه
Violating,Transgresor,Übertreter,متخطی,المتعدي
Violation,Violación,Vergewaltigen,تجاوز,اغتصاب
Violator,Violador,Vergewaltiger,تجاوزکار,مغتصب
Violence,Extendiendo la mano,Kontakt aufnehmen,دست درازی,التواصل
Violent,Violento,Gewalttätig,خشونت آمیز,عنيف
Violently,Extremadamente,Äußerst,شدیدا,لأقصى حد
Violet,Flor violeta,Violette Blume,گل بنفشه,زهرة البنفسج
Violin,Violín,Violine,ویولون,كمان
Violinist,Violinista,Violinist,ویولون زن,عازف الكمان
Vip,Persona importante,Wichtige Person,شخص بااهمیت,شخص مهم
Viper,Shiba,Shiba,شیبا,شيبا
Viperidae,Serpientes,Schlangen,افعیان,الثعابين
Virago,Mujer de Petyareh,Petyareh-Frau,زن پتیاره,امرأة بيتياريه
Viral,Viral,Viral,ویروسی,منتشر
Virgin,Insatisfecho,Unzufrieden,ناسفته,غير راضٍ
Virginal,Permaneció virgen,Blieb Jungfrau,باکره مانده,بقيت عذراء
Virginia,Virginia,Virginia,ویرجینیا,فرجينيا
Virginity,Vida de soltero,Single-Leben,زندگی تجرد,حياة فردية
Virginwool,Lana cruda,Rohwolle,پشم خام,الصوف الخام
Virgulate,En forma de varilla,Stabförmig,میله مانند,على شكل قضيب
Viricidal,Antivirus,Antivirus,ویروس کش,مضاد الفيروسات
Viridescent,Similar al verde,Grünähnlich,سبز مانند,مثل الأخضر
Virility,Poder masculino,Männliche Macht,قوه مردی,القوة الذكورية
Virologist,virólogo,Virologe,ویروس شناس,عالم الفيروسات
Virology,Virología,Virologie,ویروس شناسی,علم الفيروسات
Virtu,Virtud,Tugend,فضیلت,فضيلة
Virtualism,Entidad potencial,Potenzielle Entität,موجودیت بالقوه,كيان محتمل
Virtually,Significado,Bedeutung,معنا,معنى
Virtue,Minería,Bergbau,منقبت,التعدين
Virtueless,Sin virtud,Ohne Tugend,بی فضیلت,بدون فضيلة
Virtues,Ventajas,Vorteile,محاسن,المزايا
Virtuoso,Buen mozo,Gut aussehend,خوش قریحه,حسن المظهر
Virtuous,Buen carácter,Guter Charakter,نیک سیرت,حسن الخلق
Virulence,Toxicidad,Toxizität,زهرآگینی,سمية
Virulent,Venenoso,Giftig,سم دار,سامة
Virus,Virus,Virus,ویروس,فايروس
Visa,Visa,Visum,روادید,فيزا
Visage,Rostro,Gesicht,رخسار,وجه
Vis-A-Vis,En cambio,Im Gegenzug,در قبال,في المقابل
Viscera,Adentro,Innen,اندرونه,داخل
Viscounty,territorio del vizconde,Viscounts Territorium,قلمرو ویکنت,أراضي الفيكونت
Viscous,Baboso,Schleimig,لزج,غروي
Vise,Abrazadera de herrero,Schmiedezwinge,گیره آهنگری,مشبك الحداد
Vishtasb,Vishtasab,Vishtasab,ویشتاسب,فيشتاساب
Visibility,Capacidad de ver,Fähigkeit zu sehen,قابلیت دیدن,القدرة على الرؤية
Visible,Visible,Sichtbar,قابل رویت,مرئي
Visibleness,Público,Öffentlich,عیانی,عام
Vision,Visión,Vision,بینایی,رؤية
Visional,Teorético,Theoretisch,نظری,نظري
Visionary,Soñador,Träumer,رویا گرای,حالم
Visionless,Falta de visión,Mangelnde Vision,فاقد دید,عدم وجود الرؤية
Visit,Vista,Sicht,مشاهده,منظر
Visit Card,Tarjeta de presentación,Visitenkarte,کارت ویزیت,بطاقة عمل
Visitation,migración monzónica,Monsunwanderung,مهاجرت موسمی,هجرة الرياح الموسمية
Visitational,migración monzónica,Monsunwanderung,مهاجرت موسمی,هجرة الرياح الموسمية
Visitatorial,Visita,Besuchen,عیادتی,يزور
Visiter,Visitante,Gast,دیدارگر,زائر
Visiting,Besa tus pies,Küss deine Füße,مشاهده کردن,قبل قدميك
Visitor,Visitante,Gast,مشاهده کننده,زائر
Visits,Ver y volver a ver,Sehen und wiedersehen,مشاهدات,مشاهدات
Visor,Girasol,Sonnenblume,آفتاب گردان,عباد الشمس
Vista,Perspectiva,Ausblick,چشم انداز,التوقعات
Visual,Visual,Visuell,دیداری,مرئي
Visualizer,Encarnando,Verkörperung,مجسم کننده,تجسيد
Vital,Vital,Vital,حیاتی,حيوي
Vitalist,Poder vital,Lebenskraft,قدرت حیاتی,القوة الحيوية
Vitalistic,Poder vital,Lebenskraft,قدرت حیاتی,القوة الحيوية
Vitality,Frescura,Frische,طراوت,نضارة
Vitalize,Dando vida,Leben schenken,زندگی بخشیدن,إعطاء الحياة
Vitamin,Vitamina,Vitamin,ویتامین,فيتامين
Vitaminize, Contiene vitaminas, Enthält Vitamine,"دارای ویتامین	", يحتوي على فيتامينات
Vitiate,Hacer defectuoso,Defekt machen,معیوب ساختن,لجعل معيب
Vitiation,Defectos,Mangelhaftigkeit,معیوب سازی,عيب
Viticulture,Industria vitivinícola,Weinindustrie,صنعت شرابسازی,صناعة صناعة النبيذ
Viticulturist,Enólogo,Winzer,شراب ساز,صانع النبيذ
Vitrol,Whitter,Whitter,ویتر,أكثر بياضًا
Vitta,Venda,Stirnband,نوار سربند,عصابة رأس
Vituperate,Juramentos,Fluchen,ناسزا گفتن,الشتائم
Vituperatory,Culpar,Schuldzuweisungen,سرزنش آمیز,اللوم
Viva,Viva,Lang lebe,زنده باد,عاشت
Vivacious,Dinámico,Lebhaft,سرزنده,حيوي
Vivacity,Fuerza vital,Lebenskraft,نیروی حیاتی,القوة الحيوية
Vivifier,Existencial,Existenziell,هستی بخش,وجودي
Viviparous,Animal vivíparo,Lebendgebärendes Tier,جانور زندهزا,حيوان ولود
Vivisection,Dinámico,Lebhaft,زندهشکافی,حيوي
Vixen,Zorro hembra,Weiblicher Fuchs,روباه ماده,ثعلب أنثى
Vizard,Máscara protectora,Schutzmaske,نقاب محافظ,قناع واقٍ
Vladimir,Vladimir,Wladimir,ولادیمیر,فلاديمير
Vocable,Palabra de audio,Audiowort,کلمه صوتی,كلمة صوتية
Vocabular,Vocabulario,Vokabular,واژگانی,مفردات
Vocabulary,Vocabulario,Vokabular,واژگان,مفردات
Vocal,Lectura especial,Besondere Lektüre,ویژه خواندن,قراءة خاصة
Vocalist,Compositor de canciones,Songwriter,نغمه سرا,كاتب أغاني
Vocalization,Pronunciación de audio,Audio-Aussprache,تلفظ صوتی,النطق الصوتي
Vocational,Conservatorio,Wintergarten,هنرستانی,المعهد الموسيقي
VOCATIONS,Misiones,Missionen,ماموریت ها,البعثات
Vocative,DIRECCIÓN,Adresse,خطابی,عنوان
Vociferant,Un grito,Ein Schrei,نعرهای,صيحة
Vociferate, Alto, Laut,"بلند صدا	", عالي
Vociferous,Ruidoso,Laut,پر سروصدا,صاخب
Vodka,Sudor ruso,Russischer Schweiß,عرق روسی,العرق الروسي
Vogie,De mente abierta,Aufgeschlossen,گشاده رو,متفتح الذهن
Vogue,General y Ridg,General und Ridg,عمومی ورایج,الجنرال وريدج
Vogueish,De moda,Modisch,مد روز,عصري
Voguish,De moda,Modisch,مد روز,عصري
Voice,Sonido,Klang,صدا,صوت
Voiced,Fuerte,Laut,باصدا,بصوت عال
Voices,Sonidos,Geräusche,اصوات,الأصوات
Voicless,Vivac,Biwak,بیواک,إقامة مؤقتة
Void,Invalidar,Ungültig machen,باطل ساختن,لإبطال
Voidance,Cancelación,Stornierung,ابطال,إلغاء
Volant,Estilo soul,Soul-Stil,سبک روح,أسلوب الروح
Volatilization,El acto de evaporación,Der Akt der Verdunstung,عمل تبخیر,عملية التبخر
Volcanic,Volcánico,Vulkanisch,آتشفشانی,بركاني
Volcanist,vulcanólogo,Vulkanologe,کارشناس آتشفشانی,عالم البراكين
Volcano,Volcán,Vulkan,کوهآتشفشان,بركان
Volcanology,Vulcanología,Vulkanologie,آتشفشان شناسی,علم البراكين
Volga,Volga,Wolga,ولگا,نهر الفولغا
Volitional,Deliberado,Eigensinnig,ارادی,متعمد
Volkswagen,Volkswagen,Volkswagen,فولکس واگن,فولكس فاجن
Volleyball,Partido de voleibol,Volleyballspiel,بازی والیبال,لعبة الكرة الطائرة
Volleyer,Tirador,Shooter,شلیک کننده,مطلق النار
Volt,Voltio,Volt,ولت,فولت
Voltage,Voltaje,Stromspannung,ولتاژ,الجهد االكهربى
Voltaism,Voltaje eléctrico,Elektrische Spannung,ولتاژ الکتریکی,الجهد الكهربائي
Voltameter,Medidor de voltaje,Spannungsmesser,ولتاژ سنج,مقياس الجهد
Voltatile,Escapar,Flucht,فرار,يهرب
Voltmeter,Voltímetro,Voltmeter,ولت سنج,الفولتميتر
Volubility,De lengua plana,Flachzüngig,چرب زبانی,ذو لسان مسطح
Voluble,Bien hablado,Gut gesprochen,خوش زبان,حسن الكلام
Volume,Volumen,Volumen,مجلد,مقدار
Volumeter,Medidor de concentración,Konzentrationsmessgerät,غلظت سنج,جهاز قياس التركيز
Voluminal,Volumétrico,Volumetrisch,حجمی,الحجمي
Voluminosness,Capacidad múltiple,Mehrfachkapazität,پرگنجایشی,متعدد القدرات
Voluminous,Ganja,Ganja,گنجا,غانجا
Voluntarily,Voluntariamente,Freiwillig,بطور ارادی,طواعية
Voluntarism,Hipótesis,Hypothese,فرضیهارادی,فرضية
Voluntary,A voluntad,Nach Belieben,بهخواست,حسب الرغبة
Voluntaryism,Hipótesis,Hypothese,فرضیهارادی,فرضية
Volunteer, Voluntario, Freiwilliger,"داوطلب	", متطوع
Voluptuate,Para despertar la lujuria,Lust wecken,شهوت انگیزکردن,لإثارة الشهوة
Voluptuous,Libidinoso,Lustvoll,شهوت انگیز,شهواني
Volute,Pergamino complejo,Komplexe Schriftrolle,طومار پیچیده,مخطوطة معقدة
Vomit, Vómitos, Erbrechen,"استفراغ	", القيء
Vomiting,Gasánidas,Ghassaniden,غثیان,الغساسنة
Vomitive,¡Ay!,Autsch!,اوغ زنی,آخ!
Vomiturition,vómitos continuos,Anhaltendes Erbrechen,قی پی درپی,القيء المستمر
Vomitus,Emético,Brechmittel,ماده مستفرغه,مقيئ
Vomitve,Moghi,Moghi,مقی,موغي
Voracious,Glotón,Gefräßig,پر خور,شره
Voracity,Antojo,Verlangen,ولع,يشتهي
Votaress,Una mujer que ha hecho votos,"Eine Frau, die geschworen hat",زن نذردار,امرأة نذرت
Votary,Amante del aire,Luftliebend,هوا خواه,محب للهواء
Vote,Votar,Abstimmung,رای دادن,تصويت
Voteless,No hay voto,Keine Abstimmung,بدون رای,لا تصويت
Voter,Votante,Wähler,رای دهنده,الناخب
Votes,Votos,Stimmen,آرا,الأصوات
Voting,Votación,Wählen,رای گیری,التصويت
Votive,Voto hecho,Gelübde abgelegt,نذر شده,النذر الذي قطعته
Voucher,Carta de garantía,Garantieerklärung,تضمین نامه,خطاب الضمان
Vouchsafement,Sustitución,Auswechslung,تقویض,الاستبدال
Vow, Intención, Absicht,"نیت	", نيّة
Vowed,Ofrenda,Angebot,نذری,عرض
Vowel,Expresado,Gesprochen,صدا دار,مُعبّر عنه
Vowelize,Colocación de vocales,Vokalplatzierung,واکه گذاشتن,وضع الحروف المتحركة
Voyage, Viaje por mar, Seereise,"سفر دریا	", رحلة بحرية
Voyeurism,Espionaje,Spionage,استراق بصر,تجسس
Vulcanization,Soldadura eléctrica,Elektroschweißen,جوش برقی,اللحام الكهربائي
Vulcanizer,soldador eléctrico,Elektroschweißgerät,جوشکار برقی,لحام كهربائي
Vulgar,Comúnmente,Häufig,عوامانه,عادة
Vulgarism,término coloquial,Umgangssprachlicher Begriff,اصطلاح عوامانه,مصطلح عامي
Vulgarity,Publicidad,Werbung,عوامیت,الدعاية
Vulgarization,Popularización,Popularisierung,عوام پسندسازی,تعميم
Vulgarize, Comúnmente, Häufig,"عوامانه	", عادة
Vulgate,Jerga,Slang,زبان عامیانه,دارجة
Vulgus,Gente común,Einfache Leute,عوام الناسی,عامة الناس
Vulnerary,Mejorador,Verbesserer,بهبود دهنده,محسن
Vulpine,Embaucador,Betrüger,نیرنگ باز,محتال
Vulture,Basurero,Aasfresser,مردارخور,زبال
Vulturine,Adjetivo carroñero,Aasfresser Adjektiv,لاشخور صفت,صفة الزبال
Vulturous,Similar a un carroñero,Aasfresserartig,لاشخور مانند,مثل الزبال
Vulviform,Similar a una vulva,Vulva-ähnlich,فرج مانند,مثل الفرج
Wad,pila de paja,Strohhaufen,توده کاه,كومة القش
Waddie,Vaquero,Kuhhirte,گاو چران,راعي البقر
Waddy,Vaquero,Kuhhirte,گاو چران,راعي البقر
Wade,Yendo con dificultad,Mit Schwierigkeiten gehen,بسختی رفتن,الذهاب بصعوبة
Wadeable,Apilable,Stapelbar,کپه کردنی,قابلة للتكديس
Waff,Tashr,Tashr,تشر,تشرين
Waft,Brisa,Brise,وزش نسیم,نسيم
Wage,Pago de salarios,Lohnzahlung,دستمزد دادن,دفع الأجور
Wageless,No pagado,Unbezahlt,بی اجر,غير مدفوع الأجر
Waggery,broma traviesa,Boshafter Witz,شوخی شیطنت آمیز,نكتة مؤذية
Waggly,Hilado,Spinnen,فرفره وار,الغزل
Waggon,Carruaje,Streitwagen,ارابه,عربة
Wagon, En carro, Mit dem Wagen,"با واگنحمل	", بواسطة العربة
Wagoner,Cochera,Garage,گاراژ دار,مرآب
Wagonette,Wagenkochek,Wagenkochek,واگنکوچک,واجينكوتشيك
Wagtail,Cola ondulante,Wedelnder Schwanz,دم جنبانک,ذيل ملوح
Wahabi,wahabí,Wahhabiten,وهابی,الوهابية
Waif,Propiedad abandonada,Verlassenes Eigentum,مال متروکه,الممتلكات المهجورة
Wailing,Fagan,Fagan,فغان,فاجان
Wainwright,Fabricante de carritos,Wagenhersteller,گاری ساز,صانع العربات
Waist,Cintura del vestido,Taille des Kleides,کمر لباس,خصر الفستان
Waistband,Calzoncillos,Unterhose,بند زیرشلواری,الملابس الداخلية
Waist-Cloth,Aburrido,Lahm,لنگ,عاجِز
Waistcoat,Chaleco,Weste,جلیقه,سترة
Wait,Paciencia,Geduld,انتظار,الصبر
Waiting,Espera,Warten,انتظار,منتظر
Waive,Hacer una excepción a la ley,Eine Ausnahme vom Gesetz machen,از قانونمستثنی کردن,لعمل استثناء للقانون
Wake,Estela del barco,Schiffsspur,دنبالهکشتی,أعقاب السفينة
Wakefulness,Despertar,Erwachen,بیداری,الصحوة
Waker,Despertador,Erwecker,بیدار کننده,المستيقظ
Wales,Gales,Wales,ویلز,ويلز
Walk,Caminando,Gehen,راه رفتن,المشي
Walkaway,Fácil de conseguir,Leicht zu bekommen,سهل الحصول,من السهل الحصول عليها
Walker,Caminando,Gehen,راه رونده,المشي
Walking,Caminando,Gehen,پیاده روی,المشي
Walkway,Paseo,Promenade,گردشگاه,تنزه
Wall,Muro,Wand,دیوار,حائط
Wallet,Bolsa de bolsillo,Taschenbeutel,کیف جیبی,حقيبة جيب
Wallet,Billetera,Geldbörse,کیف پول,محفظة
Wallflower,Shabat,Schabbat,شببو,السبت
Wallower,Laminación,Rollen,غلت خور,التدحرج
Wallpaper,Papel pintado,Tapete,کاغذ دیواری,ورق الجدران
Wall-Plug,Enchufe,Buchse,پریز,المقبس
Wall-To-Wall,Pared a pared,Von Wand zu Wand,دیوار به دیوار,من الحائط إلى الحائط
Walnut,Nogal,Walnussbaum,درخت گردو,شجرة الجوز
Waltz,Relacionado con el vals,Walzerbezogen,وابسته به والس,متعلق بالفالس
Wamble, Sentirse mareado, Übelkeit,"احساس تهوع	", الشعور بالغثيان
Wan,Anemia,Anämie,کم خون,فقر الدم
Wander, Vagabundo, Wanderer,"سرگردان	", متجول
Wanderer,Vagabundo,Wanderer,سرگردان,متجول
Wandering, Desplazado, Vertriebene,"آواره	", نازحين
Wane,Para llegar al final,Um das Ende zu erreichen,بهآخر رسیدن,للوصول إلى النهاية
Waney,Reducido,Reduziert,کاهش یافته,مخفض
Wang,Wang,Wang,وانگ,وانغ
Waning,Defecto,Defekt,نقصان,عيب
Wanly,Anemia,Anämie,کم خون,فقر الدم
Want,Falto,Wollen,خواستن,الرغبة
Wanted,Deseo,Wunsch,خواسته,يرغب
Wanting,Carente,Fehlt,فاقد,مفقود
Wanton, Demonio, Teuflisch,"شرور	", شر
Wantoner,Jefe de la casa,Oberhaupt des Hauses,سر بهوا,رب البيت
Wany,Reducido,Reduziert,کاهش یافته,مخفض
War,Guerra,Krieg,جنگ,حرب
Warble,Chirrido,Zwitschern,چهچههزدن,التغريد
Warbler,pájaro feliz,Glücklicher Vogel,مرغخوش الحان,طائر سعيد
Warbling,Composición de canciones,Songwriting,نغمه سرایی,كتابة الأغاني
Ward,Celda de prisión,Gefängniszelle,سلول زندان,زنزانة السجن
Wardership,Posición del prisionero,Gefangenenposition,مقام زندانبان,وضع السجين
Wardrobe,Inventario de ropa,Kleidungsbestand,موجودی لباس,مخزون الملابس
Wardroom,Sala de pacientes,Patientenlounge,سالنبیماران,صالة المرضى
Ware,Bienes en venta,Waren zum Verkauf,کالای فروشی,بضائع للبيع
Warehouse,Gran almacén,Großes Lager,انبار بزرگ,مستودع كبير
Warehousing,Almacenamiento,Lagerung,انبارداری,التخزين
Warfare,Él luchó.,Er hat gekämpft.,زدو خورد,لقد قاتل.
Warhead,ojiva de misil,Raketensprengkopf,کلاهک موشکی,رأس حربي صاروخي
Warhorse,Caballo de guerra,Schlachtross,اسب جنگی,حصان الحرب
Warily,Por precaución,Aus Vorsicht,از رویاحتیاط,من باب الحذر
Warlike,Listo para la guerra,Bereit für den Krieg,آمادهجنگ,جاهز للحرب
Warlock,Gigante,Riese,غول پیکر,عملاق
Warlord,comandante del ejército,Heerführer,فرمانده ارتشی,قائد الجيش
Warm,Cálido,Warm,گرم,دافيء
Warm-Blooded,De buen corazón,Warmherzig,خونگرم,طيب القلب
Warm-Bloodedness,Calor,Wärme,خونگرمی,الدفء
Warmer,Más cálido,Wärmer,گرم کننده,أكثر دفئًا
Warmhearted,De buen corazón,Warmherzig,خونگرم,طيب القلب
Warmly,Calentamiento.,Sich warm laufen.,بگرمی,تسخين.
Warmonger,Entusiasmado con la guerra,Begeistert vom Krieg,شیفته جنگ,متحمس للحرب
Warmth,Calor,Hitze,گرما,حرارة
Warn, Advertencia, Warnung,"اخطار	", تحذير
Warner,Advertencia,Warnung,اخطار کننده,تحذير
Warning,Anuncio de peligro,Gefahrenmeldung,اعلان خطر,إعلان الخطر
Warningly,Lección,Lektion,عبرتا,درس
Warp, Balanceo, Schwingen,"تاب دار	", التأرجح
Warpath,Camino de guerra,Kriegspfad,مسیر جنگی,مسار الحرب
Warplane,avión de combate,Jäger,هواپیمای جنگی,طائرة مقاتلة
Warrant,Documento bajo demanda,Dokument auf Anfrage,سند عندالمطالبه,وثيقة حسب الطلب
Warrantable,Certificable,Zertifizierbar,قابل گواهی,قابلة للتصديق
Warranted,Garantizar,Garantie,ضمانتی,يضمن
Warranty,Carta de compromiso,Verpflichtungserklärung,تعهد نامه,خطاب تعهد
Warrior,Guerrero,Krieger,سلحشور,محارب
Warsaw,Varsovia,Warschau,ورشو,وارسو
Warship,Buque de guerra,Kriegsschiff,کشتی جنگی,سفينة حربية
Wart,Trigo,Weizen,گندمه,قمح
Wartime,Tiempo de guerra,Kriegszeit,زمان جنگ,زمن الحرب
Warty,Verrugoso,Warzenartig,زگیل مانند,مثل الثؤلول
Was,era,War,بود,كان
Wash,Purificación,Reinigung,طهارت گرفتن,طهارة
Washable,Lavable,Waschbar,قابل شستشو,قابل للغسل
Washbasin,Baño,Badezimmer,دستشوئی,حمام
Washcloth,Toalla de baño,Badetuch,لیف حمام,منشفة حمام
Washed,Lavado,Gewaschen,شسته,مغسول
Washer,Arandela,Waschmaschine,شستشو کننده,غسالة
Washhouse,Lavadero,Wäscherei,رختشورخانه,مغسلة
Washing,Artemis,Artemis,ارتماس,أرتميس
Washington,Washington,Washington,واشنگتن,واشنطن
Washtub,Cacerola,Pfanne,تشت,مِقلاة
